"code","level","title","credits","subject","description"
"MGMT546","andersonGraduateOtherNotEmbaPmbaMspm","Financial Accounting III",3,"Management","The advanced study of problems and theory related to advanced accounting topics, including consolidated financial statements, intra-entity transactions, foreign currency financial statements, and partnership operation and liquidation. "
"MGMT547","andersonGraduateOtherNotEmbaPmbaMspm","Tax Research, Procedure, Compliance and Practice",3,"Management","Practical problems encountered in a tax practice emphasizing tax research and preparation necessary for resolving disputes with the IRS. Procedures and compliance requirements for initial filing of return to Appellate Conference with IRS will be covered."
"MGMT549","andersonGraduateOtherNotEmbaPmbaMspm","Accounting Information and Control Systems",3,"Management","An examination of the relationship between computer-based management information systems and accounting applications for management control and financial reporting for complex organizations. "
"MGMT550","andersonGraduateOtherNotEmbaPmbaMspm","Professional Accounting",3,"Management","Professional Responsibility and concerns of auditors, tax practitioners management consultants, and internal professionals. Structure of the profession, issues of ethics and responsibility, legal environment and future of the profession. "
"MGMT551","andersonGraduateOtherNotEmbaPmbaMspm","Problems","{'min': 1, 'max': 3}","Management","Individual research into an area proposed by the student and conducted under the direction of a faculty member."
"MGMT552","andersonGraduateOtherNotEmbaPmbaMspm","Problems","{'min': 1, 'max': 3}","Management","Individual research into an area proposed by the student and conducted under the direction of a faculty member."
"MGMT553","andersonGraduateOtherNotEmbaPmbaMspm","Internal Auditing",3,"Management","Internal auditing standards, risk assessment, governance, ethics, audit techniques, and emerging issues. The course will focus on the knowledge base and skill set required for the professional internal audit becoming increasingly visible across all industries."
"MGMT554","andersonGraduateOtherNotEmbaPmbaMspm","Professional Writing for Accountants",3,"Management","Communication is central to the accounting profession. Course prepares accounting students to write effectively for both internal and external constituents, demonstrating the ability to engage information critically through preparing and presenting analysis of data and cases."
"MGMT555","andersonGraduateOtherNotEmbaPmbaMspm","Advanced Auditing",3,"Management","In-depth examination of auditor legal liability, ethics, audit procedures, statistical sampling, and audit research, while learning to incorporate computer-based audit techniques into specific audit programs and tests of controls."
"MGMT556","andersonGraduateOtherNotEmbaPmbaMspm","Starting New Business",3,"Management","This covers general topics and skills for embarking upon successful new enterprises either within large corporations or new independent companies. Students interested in starting new technological ventures should consider MGMT 514 Technological Entrepreneurship.

"
"MGMT557","andersonGraduateOtherNotEmbaPmbaMspm","Launching an Entrepreneurial Business",3,"Management","This course builds upon both Greenfield and Internal firm project based entrepreneurial companies that have gone through the idea, business plan, and funding phases and need to get started with implementing entrepreneurial action. 
"
"MGMT559","andersonGraduateOtherNotEmbaPmbaMspm","Law for Accountants",3,"Management","An intensive examination of legal concepts underlying accounting theory and practice, selected topic in contracts, uniform commercial code, debtor-creditor relationships, business associations, government regulation of business property and professional and legal responsibility of accountants. "
