"course_code","course_title","department","credits","level"
"COMM 555","Critical Analysis of Journalism","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 556","Organizations and Social Influence","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 557","Market Research","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 560","Social Marketing","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 562","Sport Communication","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 571","International Film History","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 572","New Media Topics: Theories and Practices","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 573","Television and Society","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 578","Media Marketing and Promotion","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 579","American Film History","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 580","The Video Documentary II","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 584","Strategic Media Design and Production","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 585","Film and Television Genres","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 586","Advanced Filmmaking","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 589","Health and Interpersonal Communication","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 590","ROAR Communications Agency","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 591","Communication and Activism","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 595","Topics in Communication","COMM - Communications","(1-3 Credit Hours)","Graduate"
"COMM 596","Topics in Communication","COMM - Communications","(1-3 Credit Hours)","Graduate"
"COMM 597","Tutorial Work in Special Topics in Communication","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 598","Tutorial Work in Special Topics in Communication","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 600","Intercultural Communication: History, Theory and Application","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 601","Lifespan Communication Research and Theory","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 602","Digital Communication Theory and Research","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 603","Social Change and Communication Systems","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 604","Lifespan Communication Research Methods","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 605","Critical Methods and Digital Communication","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 615","Construction of the Gendered Body","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 623","Relational Communication Across the Lifespan","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 624","Positive Communication Across the Lifespan","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 626","Lifespan Communication, Geography, and Food","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 628","Mediated Human Communication in the Digital Age","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 630","The Information Society","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 650","Religious Communication","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 668","Internship","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 678","Race and Television","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 685","Lifespan and Digital Communication Capstone Course","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 689","Thesis Preparation","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 695","Topics in Communication","COMM - Communications","(1-3 Credit Hours)","Graduate"
"COMM 697","Tutorial in Special Topics in Communication","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 698","Thesis Research","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 699","Thesis","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 725","Interpersonal Health Communication","COMM - Communications","(3 Credit Hours)","Graduate"
"COMM 795","Selected Topics in Communication Studies","COMM - Communications","(1-3 Credit Hours)","Graduate"
"COMM 797","Independent Research in Communication Studies","COMM - Communications","(1-3 Credit Hours)","Graduate"
"COMM 895","Selected Topics in Communication Studies","COMM - Communications","(1-3 Credit Hours)","Graduate"
"COMM 897","Independent Research in Communication Studies","COMM - Communications","(1-3 Credit Hours)","Graduate"
"COMM 998","Master's Graduate Credit","COMM - Communications","(1 Credit Hour)","Graduate"
"COMM 101R","Public Speaking","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 103R","Voice and Diction","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 112R","Introduction to Interpersonal Communication","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 126R","Honors: Public Speaking","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 195","Topics in Communication","COMM - Communications","(1-3 Credit Hours)","Undergraduate"
"COMM 196","Topics in Communication","COMM - Communications","(1-3 Credit Hours)","Undergraduate"
"COMM 200S","Introduction to Human Communication","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 225","Introduction to Production Technology","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 226S","Honors: Introduction to Human Communication","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 227A","Honors: Film Appreciation","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 244","Introduction to Production Design","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 260","Understanding Media","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 269","Visual Storytelling","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 270A","Film Appreciation","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 271","Introduction to Filmmaking","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 272G","Digital Literacy","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 278G","Advertising & Society","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 280T","Entertainment Technologies","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 295","Topics in Communication","COMM - Communications","(1-3 Credit Hours)","Undergraduate"
"COMM 300","International Sojourning","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 301","Critical Methodologies","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 302","Communication Research Methods I","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 303","Introduction to Strategic Communications","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 304","Advanced Public Speaking","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 305","Work-Life Communication","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 307","Understanding European Film","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 308W","Effective Media Writing","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 309","Media Relations","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 310","Strategic Communications Campaigns","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 311","Strategic Communications Tactics","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 314","Nonverbal Communication","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 315W","Sex, Gender, and Communication","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 321","Production Management for Television and Stage","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 323","Leadership and Events Management","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 325","Sound Design for Stage and Camera","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 326","Foundations of Group Communication","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 330","The Short Script","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 333","Persuasion","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 334","Narrative Adaptation","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 335W","Rhetorical Criticism","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 339","Entertainment Journalism","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 340","Media and Popular Culture","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 341","Lighting Design for Stage and Film","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 342","Post-Production 1","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 344","Introduction to Media Industries","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 345","Media Audiences","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 346","Screenwriting I","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 348","Acting for the Camera","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 349","Costume Design for Stage and Camera","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 351","Interpersonal Communication in Organizations","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 353","Animation","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 354","Drafting and Rendering for Stage and Screen","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 355","Organizational Communication","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 356","3D Animation 1","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 357","3D Animation 2","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 358","Color for Digital Cinema & TV","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 359","Costume Crafts","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 361","Editing Aesthetics","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 363","Introduction to Journalism","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 367","Cooperative Education","COMM - Communications","(1-3 Credit Hours)","Undergraduate"
"COMM 368","Internship","COMM - Communications","(3-6 Credit Hours)","Undergraduate"
"COMM 369","Research Practicum","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 372T","Introduction to New Media Technologies","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 375","Television Production","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 380","Documentary Production I","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 382","Reporting News for Television and Digital Media","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 383","Directing the Actor","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 385","Cinematography","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 386","Post-Production 2","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 387","TV News Production","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 388","Motion Picture Aesthetics","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 389","Sound Recording and Mixing for Film","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 395","Topics in Communication","COMM - Communications","(1-3 Credit Hours)","Undergraduate"
"COMM 396","Topics in Communication","COMM - Communications","(1-3 Credit Hours)","Undergraduate"
"COMM 400W/500","Intercultural Communication","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 401/501","Communication Theory","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 402","Communicating Data","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 403/503","Public Information and Crisis Communications","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 404/504","Emergency Management Communication","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 405/505","Communication and Culture in the Middle East","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 408","Health Communication","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 412W/512","Interpersonal Communication Theory and Research","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 421/521","Communication and Conflict Management","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 422/522","Listening to Self, Others, Nature and the Divine","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 423/523","Nonviolent Communication and Peace","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 424/524","Communicating Love","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 425/525","Family Communication Theory and Research","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 427/527","Children's Communication Theory and Research","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 430","TV Screenwriting","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 433","Capstone","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 435","Arts Journalism","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 436","Multimedia Journalism","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 437/537","Podcasting","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 438/538","The Advertising Industry","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 439","WHRO Production","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 440","Documentary Filmmaking Study Abroad","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 441","The Music Industry and Communication","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 442","Media Spaces","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 443/543","Hispanic Film","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 444/544","German Cinema I","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 445/545","Communication Analysis and Criticism","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 446","Directing for the Camera","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 447W/547","Electronic Media Law and Policy","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 448/548","Global Media Industries","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 453","Voice Over","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 454","Strategic Communications Case Studies","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 455/555","Critical Analysis of Journalism","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 456/556","Organizations and Social Influence","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 457/557","Market Research","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 460/560","Social Marketing","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 462/562","Sport Communication","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 463W","Reporting and News Writing II","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 466","Feature Story Writing","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 469","Communication Education Practicum","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 471W/571","International Film History","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 472/572","New Media Topics: Theories and Practices","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 473/573","Television and Society","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 474","Reality Television","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 478/578","Media Marketing and Promotion","COMM - Communications","(3 Credit Hours)","Undergraduate"
"COMM 479W/579","American Film History","COMM - Communications","(3 Credit Hours)","Undergraduate"
