course_code,course_name,subject
MI 337,Compositing and Special Effects,MI - Media and Information
MI 339,Games and Society,MI - Media and Information
MI 347,Advanced Three-Dimensional Computer Animation,MI - Media and Information
MI 349,Web Design and Development,MI - Media and Information
MI 350,Evaluating Human-Centered Technology,MI - Media and Information
MI 355,Media and Information Research,MI - Media and Information
MI 360,Media and Information Management,MI - Media and Information
MI 361,IT Network Management and Security,MI - Media and Information
MI 377,Advanced 3D Modeling,MI - Media and Information
MI 401,Topics in Information Science (W),MI - Media and Information
MI 402,Topics in Game Studies (W),MI - Media and Information
MI 419,Projection Design for Live Performance,MI - Media and Information
MI 420,Interactive Prototyping,MI - Media and Information
MI 430,Game Writing (W),MI - Media and Information
MI 431,Advanced Game Development,MI - Media and Information
MI 432,Game Studies (W),MI - Media and Information
MI 435A,Creating the Fiction Film I,MI - Media and Information
MI 435B,Creating the Fiction Film II (W),MI - Media and Information
MI 444,Information Technology Project Management,MI - Media and Information
MI 445,Game Design and Development I,MI - Media and Information
MI 447,Graphics and Animation Portfolio (W),MI - Media and Information
MI 449,Advanced Web Development and Database Management,MI - Media and Information
MI 450,Creating Human-Centered Technology (W),MI - Media and Information
MI 452,Media Entrepreneurship and Business Strategies,MI - Media and Information
MI 455,Game Design and Development II,MI - Media and Information
MI 462,Social Media and Social Computing,MI - Media and Information
MI 472,Digital Business and Commerce,MI - Media and Information
MI 477,Advanced 3D Character Modeling (W),MI - Media and Information
MI 480,Information and Communication Technologies and Development,MI - Media and Information
MI 482,Building Virtual Worlds (W),MI - Media and Information
MI 484,Human Robot Interaction (W),MI - Media and Information
MI 486,Serious Game Design (W),MI - Media and Information
MI 488,Information and Communication Technology Development Project (W),MI - Media and Information
MI 490,Independent Study,MI - Media and Information
MI 491,Special Topics,MI - Media and Information
MI 493,Internship,MI - Media and Information
MI 495,Game and Interactive Media Projects (W),MI - Media and Information
MI 497,Game Design Studio,MI - Media and Information
MI 498,Collaborative Game Design (W),MI - Media and Information
MI 803,Introduction to Quantitative Research Methods,MI - Media and Information
MI 810,Media and Information Seminar,MI - Media and Information
MI 820,Theories of Media and Information,MI - Media and Information
MI 830,Foundations of Serious Games,MI - Media and Information
MI 831,Theories of Games and Interaction Design,MI - Media and Information
MI 839,Game and Project Design Studio I,MI - Media and Information
MI 841,Advanced Methods of Understanding Users,MI - Media and Information
MI 844,Interaction Design,MI - Media and Information
MI 845,Interactive Usability and Accessibility: Design and Evaluation,MI - Media and Information
MI 846,Game and Project Design Studio II,MI - Media and Information
MI 847,Special Topics in Games,MI - Media and Information
MI 850,Media and Information Policy,MI - Media and Information
MI 851,Data Analytics for User Generated Content,MI - Media and Information
MI 862,Media and Information Project Management,MI - Media and Information
MI 890,Independent Study,MI - Media and Information
MI 891,Special Topics in Media and Information,MI - Media and Information
MI 893,Media and Information Internship,MI - Media and Information
MI 898,Master's Project,MI - Media and Information
MI 899,Master's Thesis Research,MI - Media and Information
MI 916,Qualitative Research Methods,MI - Media and Information
MI 921,Theories of Media and Information,MI - Media and Information
MI 960,Media and Technology,MI - Media and Information
MI 975,Introductory Methods,MI - Media and Information
MI 985,Advanced Quantitative Analysis for Media,MI - Media and Information
MI 990,Independent Study,MI - Media and Information
MI 991,Ways of Knowing,MI - Media and Information
MI 992,Doctoral Seminar,MI - Media and Information
MI 993,Research Practicum in Information and Media,MI - Media and Information
MKT 200,Professional Development in Marketing,MKT - Marketing
MKT 250,Business Communication: Oral and Written Skills,MKT - Marketing
MKT 300,Managerial Marketing,MKT - Marketing
MKT 302,Consumer Behavior,MKT - Marketing
MKT 313,Consultative Selling,MKT - Marketing
MKT 317,Market Analytics,MKT - Marketing
MKT 319,Customer and Market Insights,MKT - Marketing
MKT 327,Introduction to Marketing,MKT - Marketing
MKT 355,Entrepreneurial Marketing,MKT - Marketing
MKT 360,Advanced Sales Communication,MKT - Marketing
MKT 383,Sales Management,MKT - Marketing
MKT 410,Product Innovation and Management,MKT - Marketing
MKT 412,Digital Marketing,MKT - Marketing
MKT 415,International Marketing,MKT - Marketing
MKT 420,New Product Design and Development,MKT - Marketing
MKT 430,Key Account and Customer Relationship Management,MKT - Marketing
MKT 445,Strategic Management for Food and Agribusiness Firms (W),MKT - Marketing
AFRE 445,Strategic Management for the Bioeconomy (W) (Interim Change),MKT - Marketing
MKT 460,Marketing Strategy (W),MKT - Marketing
MKT 475,Brand Marketing,MKT - Marketing
MKT 490,Independent Study,MKT - Marketing
MKT 490H,Honors Independent Study,MKT - Marketing
MKT 491,Special Topics in Marketing,MKT - Marketing
MKT 805,Marketing Management,MKT - Marketing
MKT 806,Marketing Research for Decision Making,MKT - Marketing
MKT 807,Consumer Insights,MKT - Marketing
MKT 809,"Pricing, Profitability and Marketing Metrics",MKT - Marketing
MKT 810,Open Innovation Management,MKT - Marketing
MKT 811,Brand Insights,MKT - Marketing
MKT 816,Marketing Analysis,MKT - Marketing
MKT 817,Business Development and Sales Management,MKT - Marketing
MKT 819,Predictive Analytics,MKT - Marketing
MKT 820,New Product Development and Portfolio Management,MKT - Marketing
MKT 821,Brand Strategy,MKT - Marketing
MKT 823,Applications in Predictive Analytics,MKT - Marketing
MKT 829,Digital Marketing,MKT - Marketing
MKT 830,Seminar in Social Marketing,MKT - Marketing
MKT 831,Communications in Marketing Research,MKT - Marketing
MKT 832,Marketing Research Online Communities,MKT - Marketing
MKT 833,Social Listening and Text Analytics,MKT - Marketing
MKT 834,Consulting in Marketing Research,MKT - Marketing
MKT 835,Story Telling in Marketing Research,MKT - Marketing
MKT 839,Experiential Learning in Digital Marketing,MKT - Marketing
MKT 843,International Marketing Research,MKT - Marketing
MKT 856,Consulting Practicum in Marketing,MKT - Marketing
MKT 859,Venture Management Practicum,MKT - Marketing
MKT 860,Understanding and Assessing the Global Business Environment,MKT - Marketing
MKT 861,Marketing Research Strategy and Analysis,MKT - Marketing
MKT 862,Global Marketing,MKT - Marketing
MKT 864,Data Mining for Marketing,MKT - Marketing
MKT 865,Emerging Topics in Business,MKT - Marketing
MKT 867,Survey Design and Sampling,MKT - Marketing
MKT 871,New Product and Service Research,MKT - Marketing
MKT 877,Emerging Research Design and Methods,MKT - Marketing
MKT 878,The Customer-Centric Organization,MKT - Marketing
MKT 879,Organizational Development and Change,MKT - Marketing
MKT 880,Consumer Decision Making and Behavior,MKT - Marketing
MKT 881,Qualitative Research,MKT - Marketing
MKT 883,Qualitative Data Synthesis and Analysis,MKT - Marketing
MKT 885,Experience Analytics,MKT - Marketing
MKT 886,Human Centered Design and Innovation,MKT - Marketing
MKT 887,Customer Experience Strategy,MKT - Marketing
MKT 888,Customer Experience Design,MKT - Marketing
MKT 889,Digital Customer Experience Design,MKT - Marketing
MKT 890,Independent Study,MKT - Marketing
MKT 891,Special Topics in Marketing,MKT - Marketing
MKT 892,The Employee Experience,MKT - Marketing
MKT 893,Employee Engagement,MKT - Marketing
MKT 895,Customer Relationship Management,MKT - Marketing
MKT 896,Measuring the Experience,MKT - Marketing
MKT 897,"Data Analysis, Integration and Visualization",MKT - Marketing
MKT 902,Pro-seminar in Marketing,MKT - Marketing
MKT 905,Research Design in Marketing,MKT - Marketing
MKT 907,Statistical Models in Marketing,MKT - Marketing
MKT 910,Marketing Theory and Critical Analysis,MKT - Marketing
MKT 911,Seminar in Marketing Strategy,MKT - Marketing
MKT 912,Seminar in Buyer Behavior,MKT - Marketing
MKT 913,Seminar in Judgment and Decision-Making in Marketing,MKT - Marketing
MKT 940,International Business Theory and Literature,MKT - Marketing
MKT 990,Independent Study,MKT - Marketing
MKT 995,Directed Research Paper,MKT - Marketing
MKT 999,Doctoral Dissertation Research,MKT - Marketing
MS 110,Army Leadership and Officer Development,MS - Military Science
MS 110L,Army Leadership and Officer Development Laboratory,MS - Military Science
MS 120,Introduction to Army Leadership and Problem Solving,MS - Military Science
MS 120L,Introduction to Army Leadership and Problem-Solving Laboratory,MS - Military Science
MS 210,Values and Ethics of Army Leaders,MS - Military Science
MS 210L,Values and Ethics of Army Leaders Laboratory,MS - Military Science
MS 220,Army Doctrine and Team Development,MS - Military Science
MS 220L,Army Doctrine and Team Development Laboratory,MS - Military Science
MS 310,Leading and Problem Solving in Army Units,MS - Military Science
MS 310L,Leading and Problem Solving in Army Units Laboratory,MS - Military Science
