"course_code","course_title","department","credits","description"
"SCM 402","Principles of Supply Chain and Procurement Management","Supply Chain Management (SCM)","3","Roles of distribution and materials management in operations. Topics include inventory and distribution management, procurement, purchasing, logistics and supply chain management. Appropriate software used to facilitate decision-making."
"SCM 411","Undergraduate Internship in Supply Chain Management","Supply Chain Management (SCM)","1-3","Campus monitored, supervised internship experiences in organizations that involve the application of supply chain and operational analysis and methods and the development of professional skills in the field. Internships may be either paid or voluntary and must include a minimum of 50 supervised internship hours per one credit hour earned."
"SCM 432","Supply Chain Management Project","Supply Chain Management (SCM)","3","Semester-long project involving Supply Chain Management topics. Activities will include strategic procurement, project planning, assessment and implementation planning, application of SCM knowledge and critical thinking to real world problems."
"SCM 498","Independent Study","Supply Chain Management (SCM)","1-3","Individual study of issues and problems in supply chain management. May include certification components and instruction. Students must arrange time and course requirements with instructor prior to registration."
"SCM 499","Problems in Supply Chain Management","Supply Chain Management (SCM)","3","Group study and research with class discussion covering current supply chain management topics. Student teams interact with local firms via company projects."
"SCM 635","Principles of Enterprise Resource Planning using SAP","Supply Chain Management (SCM)","3","A problem-based approach to SAP and Enterprise Resource Planning concepts. Hands-on learning of integrated SAP software modules for business processes such as sales, logistics, material management, procurement, and human resources."
"SCM 650","Principles of Supply Chain Management","Supply Chain Management (SCM)","3","This course presents core knowledge related to supply chain management. It provides insight into the complex, cross-functional elements of demand and supply planning and execution in a global environment."
"SCM 651","Analytics for Logistics, Procurement, and Distribution Management","Supply Chain Management (SCM)","3","Focuses on the analytic tools to make decisions related to procurement, logistics, and distribution management. Topics will include strategic procurement, demand management, sales and operations planning, network design, and location analysis."
"SCM 652","Strategic Cost, Procurement, and Supply Chain Finance","Supply Chain Management (SCM)","3","Overview of strategic cost management and procurement in the supply chain; tactics in effective management of the procurement process and total cost of ownership; management of total supply chain costs."
"SCM 678","Project Management for Dynamic Environments","Supply Chain Management (SCM)","3","Modern methods of defining, planning and executing large scale projects.  Computer software and network models are used to support the efficient scheduling of interdependent activities."
"SCM 680","Independent Study in Supply Chain Management","Supply Chain Management (SCM)","3","Explore in-depth contemporary issues of relevance and interest to the student under the guidance of a faculty member."
"SCM 682","Executive Mentorship in Supply Chain Management","Supply Chain Management (SCM)","3","Students in the experimental learning course interact with instructor and mentor to gain in-depth knowledge related to supply chains, logistics and transportation. The mentor is an executive within the industry."
"TED 150","Changing the World through Education","Teacher Education (TED)","3","This MAC Foundations course helps new students transition successfully to academic and student life at UNCG. The vision for this course is to develop a blend of exploring & claiming what you need for success at UNCG and envisioning how you can change the world through careers in education."
"TED 160","Learning through Making: Designing your College Pathway","Teacher Education (TED)","3","This MAC Foundations course supports students to explore their aspirations as college students through making and design. Students work with a campus club or organization that aligns with their interests and pitch the design of an educational resource to inform the campus community of their work."
"TED 198","Freshman Teaching Fellows Seminar I","Teacher Education (TED)","1","This course is designed to assist first-year Teaching Fellows into the academic and social systems of higher education and provide an introduction to the field of public school education."
"TED 199","Freshman Teaching Fellows Seminar II","Teacher Education (TED)","1","This course is designed to assist first-year Teaching Fellows into the academic and social systems of higher education and provide an introduction to the field of public school education."
"TED 222","Mathematics for Teaching","Teacher Education (TED)","3","Focuses on the mathematical understanding needed for elementary grades mathematics instruction as related to K-5 learners. Content emphases include number and operations, algebra, and data analysis and probability."
"TED 223","Mathematics for Teaching Middle Grades","Teacher Education (TED)","3","This course explores the mathematical content of middle school mathematics: numbers and operations, algebra, measurement, statistics, probability, and geometry. It is structured to build students' conceptual understanding of mathematics."
"TED 224","English Language Arts Concepts for Middle Grades Teachers","Teacher Education (TED)","3","This course addresses foundational concepts in middle school English language arts, including theories and processes of reading, writing, and discourse."
"TED 250","Teaching as a Profession","Teacher Education (TED)","3","A study of traditional and contemporary perspectives on teaching and learning; analysis of contemporary educational issues from teachers’ perspectives; exploration of personal needs and goals in relation to teaching. Field experience in schools required."
"TED 260","Learning through Making: Becoming a Make Mentor","Teacher Education (TED)","3","This course builds on knowledge and skills developed inTED 160. Students learn to use more advanced maker technologies and assist other students on maker-based projects during open studio hours. Students design, implement, and assess a maker workshop for UNCG students."
"TED 275","Professional Development Schools","Teacher Education (TED)","9","Placeholder course for Elementary and Middle Grades Education students (undergraduates) who apply for admission to the Teacher Education major in the spring and early summer."
"TED 296","Study Abroad for Global Engagement: Field Experience","Teacher Education (TED)","1","Second of three courses taken in conjunction with a UNCG Study Abroad Exchange. Online individual study focusing on the field experience and appropriate engagement in international, intercultural, and/or multicultural contexts."
