"course_code","course_title","department","credits"
"CTS 2144C","MOBILE DEVICE ESSENTIALS.","CTS: Computer Tech & Skills","3"
"CTS 2145C","CLOUD ESSENTIALS.","CTS: Computer Tech & Skills","3"
"CTS 2317C","ADVANCED NETWORK SECURITY.","CTS: Computer Tech & Skills","3"
"CTS 2321C","LINUX SYSTEM ADMINISTRATION.","CTS: Computer Tech & Skills","3"
"CTS 2322C","RED HAT ENTERPRISE LINUX.","CTS: Computer Tech & Skills","2"
"CTS 2433C","SQL SERVER DATABASE AND IMPLEMENTATION.","CTS: Computer Tech & Skills","3"
"CTS 3700","DATA CENTER OPERATIONS ESSENTIALS.","CTS: Computer Tech & Skills","3"
"CVT 1000C","INTRODUCTION TO CARDIOVASCULAR TECHNOLOGY.","CVT: Cardiovascular Technology","4"
"CVT 1205C","CARDIOVASCULAR PHARMACOLOGY & ECG MANAGEMENT.","CVT: Cardiovascular Technology","3"
"CVT 1260C","INVASIVE CARDIOLOGY I: CARDIOPULMONARY ANATOMY & PHYSIOLOGY.","CVT: Cardiovascular Technology","4"
"CVT 1270","PATHOPHYSIOLOGY.","CVT: Cardiovascular Technology","3"
"CVT 1840L","CARDIOVASCULAR CLINICAL PRACTICUM I.","CVT: Cardiovascular Technology","2"
"CVT 1841L","CARDIOVASCULAR CLINICAL PRACTICUM II.","CVT: Cardiovascular Technology","2"
"CVT 2211C","CRITICAL CARE APPLICATIONS.","CVT: Cardiovascular Technology","4"
"CVT 2420C","INVASIVE CARDIOLOGY II.","CVT: Cardiovascular Technology","4"
"CVT 2421C","INVASIVE CARDIOLOGY III.","CVT: Cardiovascular Technology","4"
"CVT 2426C","ADVANCED CARDIOVASCULAR CONCEPTS.","CVT: Cardiovascular Technology","2"
"CVT 2620C","NON-INVASIVE CARDIOLOGY II.","CVT: Cardiovascular Technology","4"
"CVT 2842L","CARDIOVASCULAR CLINICAL PRACTICUM III.","CVT: Cardiovascular Technology","4"
"CVT 2843L","CARDIOVASCULAR CLINICAL PRACTICUM IV.","CVT: Cardiovascular Technology","4"
"CVT 2844L","CARDIOVASCULAR CLINICAL PRACTICUM V.","CVT: Cardiovascular Technology","3"
"CVT 2920","CARDIOVASCULAR TECHNOLOGIST AS A PROFESSIONAL.","CVT: Cardiovascular Technology","2"
"CVT 2930","SELECTED TOPICS IN CVT.","CVT: Cardiovascular Technology","1-4"
"CVT 2942","INTERNSHIP IN CARDIOVASCULAR TECHNOLOGY.","CVT: Cardiovascular Technology","1-4"
"DAA 1100C","MODERN DANCE I.","DAA: Dance Activities","2"
"DAA 1101C","MODERN DANCE II.","DAA: Dance Activities","2"
"DAA 1104C","MODERN DANCE I FOR MAJORS.","DAA: Dance Activities","1"
"DAA 1105C","MODERN DANCE II FOR MAJORS.","DAA: Dance Activities","1"
"DAA 1160C","MODERN DANCE III FOR MAJORS.","DAA: Dance Activities","1"
"DAA 1200C","BALLET I.","DAA: Dance Activities","2"
"DAA 1201C","BALLET II.","DAA: Dance Activities","2"
"DAA 1204C","BALLET I FOR MAJORS.","DAA: Dance Activities","1"
"DAA 1205C","BALLET II FOR MAJORS.","DAA: Dance Activities","1"
"DAA 1220C","POINTE I.","DAA: Dance Activities","2"
"DAA 1221C","POINTE II.","DAA: Dance Activities","2"
"DAA 1330C","AFRICAN DANCE I.","DAA: Dance Activities","2"
"DAA 1331C","AFRICAN DANCE II.","DAA: Dance Activities","2"
"DAA 1520C","TAP I.","DAA: Dance Activities","2"
"DAA 1521C","TAP II.","DAA: Dance Activities","2"
"DAA 1650C","DANCE PRODUCTION.","DAA: Dance Activities","1-3"
"DAA 1680C","REPERTORY I FOR MAJORS.","DAA: Dance Activities","1-3"
"DAA 1681C","REPERTORY II FOR MAJORS.","DAA: Dance Activities","1-3"
"DAA 2102C","INTERMEDIATE MODERN DANCE I.","DAA: Dance Activities","2"
"DAA 2103C","INTERMEDIATE MODERN DANCE II.","DAA: Dance Activities","2"
"DAA 2106C","INTERMEDIATE MODERN DANCE I FOR MAJORS.","DAA: Dance Activities","1"
"DAA 2107C","INTERMEDIATE MODERN DANCE II FOR MAJORS.","DAA: Dance Activities","1"
"DAA 2202C","INTERMEDIATE BALLET I.","DAA: Dance Activities","2"
"DAA 2203C","INTERMEDIATE BALLET II.","DAA: Dance Activities","2"
"DAA 2206C","BALLET III FOR MAJORS.","DAA: Dance Activities","1"
"DAA 2207C","INTERMEDIATE BALLET I FOR MAJORS.","DAA: Dance Activities","1"
"DAA 2219C","INTERMEDIATE BALLET II FOR MAJORS.","DAA: Dance Activities","1"
"DAA 2500C","JAZZ DANCE I.","DAA: Dance Activities","2"
"DAA 2501C","JAZZ DANCE II.","DAA: Dance Activities","2"
"DAA 2610C","DANCE COMPOSITION & IMPROVISATION I FOR MAJORS.","DAA: Dance Activities","1-3"
"DAA 2611C","DANCE COMPOSITION & IMPROVISATION II FOR MAJORS.","DAA: Dance Activities","1-3"
"DAA 2662L","PERFORMANCE ENSEMBLE:VALENCIA DANCE THEATRE.","DAA: Dance Activities","1"
"DAA 2682C","PERFORMANCE ENSEMBLE: VALENCIA DANCE THEATRE FOR MAJORS.","DAA: Dance Activities","1-3"
"DAA 2930","SELECTED TOPICS IN DANCE.","DAA: Dance Activities","1-3"
"DAA 2941","INTERNSHIP EXPLORATION IN DANCE PERFORMANCE.","DAA: Dance Activities","1-4"
"DAA 2942","INTERNSHIP IN DANCE.","DAA: Dance Activities","1-4"
"DEH 1000","INTRODUCTION TO DENTAL HYGIENE.","DEH: Dental Hygiene","1"
"DEH 1003","FUNDAMENTALS OF DENTAL HYGIENE.","DEH: Dental Hygiene","2"
"DEH 1003L","DENTAL HYGIENE INSTRUMENTATION.","DEH: Dental Hygiene","2"
"DEH 1130","ORAL HISTOLOGY AND EMBRYOLOGY.","DEH: Dental Hygiene","2"
"DEH 1602","PERIODONTOLOGY I.","DEH: Dental Hygiene","1"
"DEH 1800","DENTAL HYGIENE I.","DEH: Dental Hygiene","2"
"DEH 1800L","CLINICAL DENTAL HYGIENE I.","DEH: Dental Hygiene","5"
"DEH 1802","DENTAL HYGIENE II.","DEH: Dental Hygiene","2"
"DEH 1802L","CLINICAL DENTAL HYGIENE II.","DEH: Dental Hygiene","3"
"DEH 2300","PHARMACOLOGY.","DEH: Dental Hygiene","2"
"DEH 2400","GENERAL & ORAL PATHOLOGY.","DEH: Dental Hygiene","3"
"DEH 2604","PERIODONTOLOGY II.","DEH: Dental Hygiene","1"
"DEH 2605","PERIODONTOLOGY SEMINAR.","DEH: Dental Hygiene","1"
"DEH 2700","DENTAL HEALTH EDUCATION.","DEH: Dental Hygiene","1"
"DEH 2701","COMMUNITY DENTAL HEALTH I.","DEH: Dental Hygiene","2"
"DEH 2702","COMMUNITY DENTAL HEALTH II.","DEH: Dental Hygiene","1"
"DEH 2804","DENTAL HYGIENE III.","DEH: Dental Hygiene","2"
"DEH 2804L","CLINICAL DENTAL HYGIENE III.","DEH: Dental Hygiene","4"
"DEH 2806L","CLINICAL DENTAL HYGIENE IV.","DEH: Dental Hygiene","5"
"DEH 2812","DENTAL HYGIENE IV.","DEH: Dental Hygiene","2"
"DEH 2930","SELECTED TOPICS DENTAL HYGIENE.","DEH: Dental Hygiene","1-5"
"DEP 1302","PSYCHOLOGY OF ADOLESCENCE.","DEP: Developmental Psych","3"
"DEP 2004","DEVELOPMENTAL PSYCHOLOGY.","DEP: Developmental Psych","3"
"DEP 2004H","DEVELOPMENTAL PSYCHOLOGY HONORS.","DEP: Developmental Psych","3"
"DES 1020","DENTAL ANATOMY.","DES: Dental Support","2"
"DES 1020L","DENTAL ANATOMY LAB.","DES: Dental Support","1"
"DES 1051","DENTAL PAIN CONTROL AND LOCAL ANESTHESIA.","DES: Dental Support","2"
"DES 1100","DENTAL MATERIALS.","DES: Dental Support","2"
"DES 1100L","DENTAL MATERIALS LAB.","DES: Dental Support","1"
"DES 1200","DENTAL RADIOGRAPHY.","DES: Dental Support","2"
"DES 1200L","DENTAL RADIOGRAPHY LABORATORY.","DES: Dental Support","1"
"DES 1600","DENTAL OFFICE EMERGENCIES.","DES: Dental Support","1"
"DES 1800","INTRODUCTION TO CLINICAL PROCEDURES.","DES: Dental Support","1"
"DES 1800L","INTRODUCTION TO CLINICAL PROCEDURES LAB.","DES: Dental Support","1"
"DIG 1452C","ANNOUNCING AND PERFORMANCE FOR MULTIMEDIA.","DIG: Digital Media Tech","3"
"DIG 1940","PROFESSIONAL DEVELOPMENT FOR DIGITAL MEDIA.","DIG: Digital Media Tech","1"
"DIG 2000C","INTRO TO DIGITAL MEDIA & DESIGN.","DIG: Digital Media Tech","3"
"DIG 2030C","DIGITAL VIDEO AND SOUND.","DIG: Digital Media Tech","3"
"DIG 2100C","WEB ESSENTIALS.","DIG: Digital Media Tech","2"
"DIG 2109C","DIGITAL IMAGING FUNDAMENTALS.","DIG: Digital Media Tech","3"
"DIG 2132C","DIGITAL DRAWING AND DESIGN.","DIG: Digital Media Tech","3"
"DIG 2282C","VISUAL MEDIA ESSENTIALS.","DIG: Digital Media Tech","3"
"DIG 2284C","ADVANCED DIGITAL VIDEO AND SOUND.","DIG: Digital Media Tech","3"
"DIG 2291C","ADVANCED AUDIO VISUAL TECHNOLOGY.","DIG: Digital Media Tech","3"
"DIG 2292C","DIGITAL POST-PRODUCTION.","DIG: Digital Media Tech","3"
"DIG 2302C","INTRODUCTION TO 3D MOTION GRAPHICS.","DIG: Digital Media Tech","3"
"DIG 2317C","ADVANCED ACTIONSCRIPT.","DIG: Digital Media Tech","3"
"DIG 2341C","INTRODUCTION TO MOTION GRAPHICS.","DIG: Digital Media Tech","3"
"DIG 2342C","ADVANCED MOTION GRAPHICS.","DIG: Digital Media Tech","3"
"DIG 2430C","DIGITAL STORYTELLING.","DIG: Digital Media Tech","3"
"DIG 2431C","ADVANCED DIGITAL STORYTELLING.","DIG: Digital Media Tech","3"
"DIG 2500C","FUNDAMENTALS OF INTERACTIVE DESIGN.","DIG: Digital Media Tech","3"
"DIG 2580C","DIGITAL MEDIA PORTFOLIO REVIEW.","DIG: Digital Media Tech","2"
"DIG 2822C","VIDEO JOURNALISM.","DIG: Digital Media Tech","3"
"DIG 2930","SELECTED TOPICS IN DIGITAL MEDIA TECHNOLOGY.","DIG: Digital Media Tech","1-3"
"DIG 2941","INTERNSHIP EXPLORATION IN DIGITAL MEDIA.","DIG: Digital Media Tech","1-4"
"DIG 2943","INTERNSHIP IN DIGITAL MEDIA.","DIG: Digital Media Tech","1-4"
"DIG 2950C","DIGITAL MEDIA PROJECT.","DIG: Digital Media Tech","3"
"DSC 1006","INTRODUCTION TO HOMELAND SECURITY.","DSC: Domestic Security","3"
"DSC 2242","TRANSPORTATION AND BORDER SECURITY.","DSC: Domestic Security","3"
"DSC 2590","INTELLIGENCE ANALYSIS AND SECURITY MANAGEMENT.","DSC: Domestic Security","3"
"DSC 3243","INDUSTRIAL SECURITY.","DSC: Domestic Security","3"
"EAP 0281C","HIGH BEGINNING COMBINED SKILLS FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","6"
"EAP 0300C","LOW INTERMEDIATE SPEAKING AND LISTENING FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","3"
"EAP 0320C","LOW INTERMEDIATE READING FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","3"
"EAP 0340C","LOW INTERMEDIATE COMPOSITION FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","3"
"EAP 0360C","LOW INTERMEDIATE GRAMMAR FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","3"
"EAP 0381C","LOW INTERMEDIATE COMBINED SKILLS FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","6"
"EAP 0400C","INTERMEDIATE SPEAKING AND LISTENING FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","3"
"EAP 0420C","INTERMEDIATE READING FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","3"
"EAP 0440C","INTERMEDIATE COMPOSITION FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","3"
"EAP 0460C","INTERMEDIATE STRUCTURE FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","3"
"EAP 1500C","HIGH INTERMEDIATE SPEAKING AND LISTENING FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","3"
"EAP 1520C","HIGH INTERMEDIATE READING FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","3"
"EAP 1540C","HIGH INTERMEDIATE COMPOSITION FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","3"
"EAP 1560C","HIGH INTERMEDIATE GRAMMAR FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","3"
"EAP 1585C","HIGH INTERMEDIATE INTEGRATED COMPOSITION AND GRAMMAR FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","6"
"EAP 1586C","HIGH INTERMEDIATE INTEGRATED READING, SPEAKING, & LISTENING FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","6"
"EAP 1620C","ADVANCED READING FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","3"
"EAP 1640C","ADVANCED COMPOSITION FOR ENGLISH LANGUAGE LEARNERS.","EAP: English for Acad Purposes","3"
"EAP 2930","SELECTED TOPICS IN ENGLISH AS A SECOND LANGUAGE.","EAP: English for Acad Purposes","1-3"
"ECO 1000","BASIC ECONOMICS.","ECO: Economics","3"
"ECO 2013","PRINCIPLES OF ECONOMICS-MACRO.","ECO: Economics","3"
"ECO 2013H","PRINCIPLES OF ECONOMICS-MACRO-HONORS.","ECO: Economics","3"
"ECO 2023","PRINCIPLES OF ECONOMICS-MICRO.","ECO: Economics","3"
"ECO 2023H","PRINCIPLES OF ECONOMICS-MICRO HONORS.","ECO: Economics","3"
"ECO 2930","SELECTED TOPICS IN ECONOMICS.","ECO: Economics","1-3"
"ECO 2941","INTERNSHIP EXPLORATION IN ECONOMICS.","ECO: Economics","1-4"
"EDF 2005","INTRODUCTION TO THE TEACHING PROFESSION.","EDF: Educ- Foundation & Policy","3"
"EDF 2051","TEACHING AND LEARNING THEORY.","EDF: Educ- Foundation & Policy","3"
"EDF 2130","CHILD AND ADOLESCENT DEVELOPMENT FOR EDUCATORS.","EDF: Educ- Foundation & Policy","3"
"EDF 2290","ART AND WELLNESS IN THE ELEMENTARY CLASSROOM.","EDF: Educ- Foundation & Policy","3"
"EDF 2291","INSTRUCTIONAL STRATEGIES.","EDF: Educ- Foundation & Policy","3"
"EDF 2720","CHILDREN IN SCHOOLS: LEGAL, ETHICAL, AND SAFETY CONCERNS.","EDF: Educ- Foundation & Policy","3"
"EDF 3430","MEASUREMENT, EVALUATION, AND ASSESSMENT IN EDUCATION.","EDF: Educ- Foundation & Policy","3"
